family_name_input,aphia_id,phyllum,class,order,accepted_family,common_name,mobility,nutritional_strategy,confidence,evidence_source_domain,evidence_url1,evidence_url2,notes,assigned_by,date_assigned
Draconematidae,2168,Nematoda,Chromadorea,Draconematida,Draconematidae,draconematid nematodes,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2168,,Interstitial nematodes associated with sand grains consuming bacteria/detritus.,GPT-5 Pro,9/25/25
Comesomatidae,2185,Nematoda,Chromadorea,Monhysterida,Comesomatidae,comesomatid nematodes,Mobile,Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2185,,Free-living marine nematodes primarily ingest surface sediments and detritus.,GPT-5 Pro,9/25/25
Diplopeltidae,2187,Nematoda,Chromadorea,Monhysterida,Diplopeltidae,diplopeltid nematodes,Mobile,Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2187,,Meiobenthic nematodes that ingest fine sediments/organic detritus.,GPT-5 Pro,9/25/25
Epsilonematidae,2289,Nematoda,Chromadorea,Monhysterida,Epsilonematidae,epsilonematid nematodes,Mobile,Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2289,,Interstitial nematodes with distinctive morphology; bacterivory/detritivory typical.,GPT-5 Pro,9/25/25
Leptolaimidae,2178,Nematoda,Chromadorea,Monhysterida,Leptolaimidae,leptolaimid nematodes,Mobile,Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2178,,Meiofaunal nematodes ingesting fine sediments/organic matter.,GPT-5 Pro,9/25/25
Linhomoeidae,2288,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,linhomoeid nematodes,Mobile,Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2288,,Meiofaunal deposit feeders in soft sediments.,GPT-5 Pro,9/25/25
Microlaimidae,2171,Nematoda,Chromadorea,Monhysterida,Microlaimidae,microlaimid nematodes,Mobile,Deposit_feeder;Grazer,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2171,,Meiofaunal nematodes feeding on bacteria/diatoms and detritus.,GPT-5 Pro,9/25/25
Monhysteridae,2293,Nematoda,Chromadorea,Monhysterida,Monhysteridae,monhysterid nematodes,Mobile,Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2293,,Typical meiobenthic deposit feeders on organic-rich sediments/bacteria.,GPT-5 Pro,9/25/25
Xyalidae,2299,Nematoda,Chromadorea,Monhysterida,Xyalidae,xyalid nematodes,Mobile,Deposit_feeder;Grazer,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2299,,Meiofaunal nematodes feeding on bacteria/diatoms and detritus.,GPT-5 Pro,9/25/25
Panagrolaimidae,153394,Nematoda,Chromadorea,Panagrolaimida,Panagrolaimidae,panagrolaimid nematodes,Mobile,Unknown,0.5,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=153394,,"Broad, mainly terrestrial/soil lineage; marine diets not generalized at family level.",GPT-5 Pro,9/26/25
Aphanolaimidae,834627,Nematoda,Chromadorea,Plectida,Aphanolaimidae,aphanolaimid nematodes,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=834627,,Family spans varied nematode guilds; dominant strategy unclear at family level.,GPT-5 Pro,9/25/25
Camacolaimidae,458823,Nematoda,Chromadorea,Plectida,Camacolaimidae,camacolaimid nematodes,Mobile,Unknown,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=458823,,"Meiofaunal nematodes; diets vary (diatoms, bacteria, detritus.",GPT-5 Pro,9/25/25
Plectidae,2292,Nematoda,Chromadorea,Plectida,Plectidae,plectid nematodes,Mobile,Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2292,,Meiofaunal bacterivores/detritivores in surface sediments.,GPT-5 Pro,9/25/25
Enchelidiidae,2286,Nematoda,Enoplea,Enoplida,Enchelidiidae,enchelidiid nematodes,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2286,,Predatory/raptorial enoplid nematodes feed on other meiofauna.,GPT-5 Pro,9/25/25
Oncholaimidae,2204,Nematoda,Enoplea,Enoplida,Oncholaimidae,oncholaimid nematodes,Mobile,Predator;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2204,,Predatory/benthic nematodes; many also scavenge detritus/organic matter.,GPT-5 Pro,9/25/25
Oxystominidae,2296,Nematoda,Enoplea,Enoplida,Oxystominidae,oxystominid nematodes,Mobile,Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2296,,Meiofaunal detritivores ingesting organic-rich sediments/bacteria.,GPT-5 Pro,9/25/25
Selachinematidae,2297,Nematoda,Enoplea,Enoplida,Selachinematidae,marine nematodes (selachinematids),Mobile,Predator,0.6,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2297,https://nemaplex.ucdavis.edu/Taxadata/GIFamkey/Enoplida.htm,Enoplid nematodes largely predatory; selachinematid genera include marine predators.,GPT-5 Pro,9/26/25
Thoracostomopsidae,2298,Nematoda,Enoplea,Enoplida,Thoracostomopsidae,thoracostomopsid nematodes,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2298,,Enoplid nematodes with large buccal armature; raptorial predators.,GPT-5 Pro,9/25/25
Rhabdolaimidae,2294,Nematoda,Enoplea,Plectida,Rhabdolaimidae,rhabdolaimid nematodes,Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2294,,Free-living plectid nematodes; bacterivorous deposit feeders.,GPT-5 Pro,9/25/25
Rhabdodemaniidae,2206,Nematoda,Enoplea,Triplonchida,Rhabdodemaniidae,rhabdodemanid nematodes,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=2206,,Family not confidently verifiable in WoRMS; left Unknown.,GPT-5 Pro,9/25/25
Cratenemertidae,122335,Nemertea,Hoplonemertea,Monostilifera,Cratenemertidae,ribbon worms (Cratenemertes),Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122335,,Hoplonemerteans are active predators using a stylet-bearing proboscis.,GPT-5 Pro,9/24/25
Oerstediidae,162289,Nemertea,Hoplonemertea,Monostilifera,Oerstediidae,oerstediid ribbon worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=162289,,Hoplonemertean ribbon worms; AphiaID–name match OK.,GPT-5 Pro,9/25/25
Ototyphlonemertidae,122327,Nemertea,Hoplonemertea,Monostilifera,Ototyphlonemertidae,interstitial ribbon worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122327,,Interstitial hoplonemerteans with stylet proboscis; AphiaID confirmed.,GPT-5 Pro,9/25/25
Prosorhochmidae,122333,Nemertea,Hoplonemertea,Monostilifera,Prosorhochmidae,prosorhochmid ribbon worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122333,,Stylet-bearing hoplonemerteans preying on small invertebrates.,GPT-5 Pro,9/25/25
Zygonemertidae,1416312,Nemertea,Hoplonemertea,Monostilifera,Zygonemertidae,zygonemertid ribbon worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1416312,,Hoplonemerteans with stylet-bearing proboscis; predatory.,GPT-5 Pro,9/25/25
Tetrastemmatidae,122329,Nemertea,Hoplonemertea,Monostilifera ,Tetrastemmatidae,tetrastemmatid ribbon worms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122329,,Obsolete/reshuffled in nemertean taxonomy; verify current family before traits.,GPT-5 Pro,9/25/25
Dinonemertidae,122336,Nemertea,Hoplonemertea,Polystilifera,Dinonemertidae,pelagic ribbon worms,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122336,https://www.vliz.be/vmdcdata/narms/aphia.php?p=taxdetails&id=122336,Family comprises holoplanktonic hoplonemerteans that prey in the plankton.,GPT-5 Pro,9/24/25
Cephalotrichidae,122178,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,cephalotrichid ribbon worms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122178,https://www.britannica.com/animal/ribbon-worm,Benthic nemerteans hunt small invertebrates using eversible proboscis.,GPT-5 Pro,9/24/25
Carinomidae,122318,Nemertea,Palaeonemertea,Carinomiformes,Carinomidae,carinomid ribbon worms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122318,https://www.britannica.com/animal/ribbon-worm,Nemerteans are mobile carnivores using proboscis to capture prey.,GPT-5 Pro,9/24/25
Hubrechtidae,122320,Nemertea,Palaeonemertea,Hubrechtiiformes,Hubrechtiidae,hubrechtiid ribbon worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122320,,Accepted family is Hubrechtiidae; corrected accepted_family; note synonymy of input spelling.,GPT-5 Pro,9/25/25
Tubulanidae,122321,Nemertea,Palaeonemertea,Tubulaniformes,Tubulanidae,tubulanid ribbon worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122321,,Palaeonemerteans; free-moving predators with eversible proboscis.,GPT-5 Pro,9/25/25
Emplectonematidae,122871,Nemertea,Pilidiophora,Heteronemertea,Emplectonematidae,ribbon worms (Emplectonema),Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122871,,Free-moving heteronemerteans preying on small invertebrates.,GPT-5 Pro,9/24/25
Lineidae,122314,Nemertea,Pilidiophora,Heteronemertea,Lineidae,lineid ribbon worms,Mobile,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122314,,Heteronemerteans are active predators using an eversible proboscis.,GPT-5 Pro,9/25/25
Valenciniidae,122316,Nemertea,Pilidiophora,Heteronemertea,Valenciniidae,ribbon worms (heteronemerteans),Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122316,https://animaldiversity.org/accounts/Nemertea/,Nemerteans are active carnivores using proboscis/stylets to capture prey.,GPT-5 Pro,9/26/25
Rhopaluridae,14227,Orthonectida,,,Rhopaluridae,orthonectid parasites,Mobile,Parasite,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=14227,,"Obligate microscopic parasites (e.g., Rhopalura of invertebrates.",GPT-5 Pro,9/25/25
Fecampiidae,142082,Platyhelminthes,Rhabditophora,Fecampiida,Fecampiidae,fecampiid flatworms,Mobile,Parasite,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142082,,Parasitic/parasitoid flatworms associated with crustaceans.,GPT-5 Pro,9/25/25
Notenteridae,416297,Platyhelminthes,Rhabditophora,Fecampiida,Notenteridae,parasitic flatworms (Fecampiida),Mobile,Parasite,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=416297,https://pubmed.ncbi.nlm.nih.gov/36250341/,Endoparasitic fecampiidan flatworms reported from host GI tracts; movement within hosts; free life brief or absent.,GPT-5 Pro,9/26/25
Piscinquilinidae,1292661,Platyhelminthes,Rhabditophora,Fecampiida,Piscinquilinidae,fish‑parasitic flatworms (Fecampiida),Mobile,Parasite,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1292661,https://www.cambridge.org/core/journals/journal-of-helminthology/article/fecampiid-flatworms-parasitic-in-a-tanaidacean-crustacean/B2B2AD6B8D52933B7708D18F2FAE38CE,Fecampiidan family includes fish‑parasitic species; adult endoparasites; host‑associated mobility.,GPT-5 Pro,9/26/25
Dolichomacrostomidae,142051,Platyhelminthes,Rhabditophora,Macrostomorpha,Dolichomacrostomidae,dolichomacrostomid flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142051,,Small free-living macrostomorphans preying on microfauna.,GPT-5 Pro,9/25/25
Microstomidae,142053,Platyhelminthes,Rhabditophora,Macrostomorpha,Microstomidae,microstomid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142053,,Free-living macrostomorphans preying on small invertebrates.,GPT-5 Pro,9/25/25
Callioplanidae,142056,Platyhelminthes,Rhabditophora,Polycladida,Callioplanidae,callioplanid flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142056,,Polyclad flatworms are mobile carnivores on sessile invertebrates.,GPT-5 Pro,9/24/25
Notocomplanidae,1353912,Platyhelminthes,Rhabditophora,Polycladida,Notocomplanidae,notocomplanid flatworms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1353912,,Free-living polyclad flatworms; typically carnivorous on benthos.,GPT-5 Pro,9/25/25
Planoceridae,142065,Platyhelminthes,Rhabditophora,Polycladida,Planoceridae,planocerid flatworms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142065,,Polyclad flatworms; mobile carnivores on benthic invertebrates.,GPT-5 Pro,9/25/25
Cheliplanidae,819477,Platyhelminthes,Rhabditophora,Proseriata,Cheliplanidae,cheliplanid flatworms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=819477,,Free-living proseriates; small benthic carnivores.,GPT-5 Pro,9/25/25
Coelogynoporidae,142108,Platyhelminthes,Rhabditophora,Proseriata,Coelogynoporidae,coelogynoporid flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142108,,Free-living proseriates; small benthic carnivores.,GPT-5 Pro,9/25/25
Monocelididae,142175,Platyhelminthes,Rhabditophora,Proseriata,Monocelididae,monocelid flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142175,,Small benthic proseriates consuming microfauna.,GPT-5 Pro,9/25/25
Monotoplanidae,142110,Platyhelminthes,Rhabditophora,Proseriata,Monotoplanidae,marine proseriate flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142110,https://animaldiversity.org/accounts/Turbellaria/,Free‑living turbellarians; many are small carnivores on microinvertebrates.,GPT-5 Pro,9/26/25
Otoplanidae,142178,Platyhelminthes,Rhabditophora,Proseriata,Otoplanidae,otoplanid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142178,,Small free-living benthic carnivores on microinvertebrates.,GPT-5 Pro,9/25/25
Plagiostomidae,142176,Platyhelminthes,Rhabditophora,Proseriata,Plagiostomidae,plagiostomid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142176,,Small benthic microturbellarians preying on meiofauna.,GPT-5 Pro,9/25/25
Polystyliphoridae,142114,Platyhelminthes,Rhabditophora,Proseriata,Polystyliphoridae,marine proseriate flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142114,https://animaldiversity.org/accounts/Turbellaria/,Free‑living turbellarians; many small predators on invertebrates; benthic crawling.,GPT-5 Pro,9/26/25
Gnathorhynchidae,142202,Platyhelminthes,Rhabditophora,Rhabdocoela,Gnathorhynchidae,gnathorhynchid flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142202,,Kalyptorhynch rhabdocoels are small carnivorous microturbellarians.,GPT-5 Pro,9/25/25
Karkinorhynchidae,142215,Platyhelminthes,Rhabditophora,Rhabdocoela,Karkinorhynchidae,karkinorhynch rhabdocoels,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142215,,Kalyptorhynch rhabdocoels are predatory microturbellarians.,GPT-5 Pro,9/25/25
Nannorhynchididae,819476,Platyhelminthes,Rhabditophora,Rhabdocoela,Nannorhynchididae,rhabdocoel flatworms (family-level),Unknown,Unknown,0.3,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=819476,,Family poorly documented; cannot generalize adult mobility or feeding reliably from available sources.,GPT-5 Pro,9/26/25
Polycystididae,142099,Platyhelminthes,Rhabditophora,Rhabdocoela,Polycystididae,polycystid rhabdocoels,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142099,,Kalyptorhynch rhabdocoels generally microcarnivorous.,GPT-5 Pro,9/25/25
Promesostomidae,142104,Platyhelminthes,Rhabditophora,Rhabdocoela,Promesostomidae,promesostomid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142104,,Free-living rhabdocoels that are microcarnivorous on meiofauna.,GPT-5 Pro,9/25/25
Provorticidae,142084,Platyhelminthes,Rhabditophora,Rhabdocoela,Provorticidae,provorticid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142084,,Free-living benthic predators; microcarnivorous rhabdocoels.,GPT-5 Pro,9/25/25
Psammorhynchidae,142100,Platyhelminthes,Rhabditophora,Rhabdocoela,Psammorhynchidae,psammorhynchid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142100,,Kalyptorhynch rhabdocoels are small predatory microturbellarians.,GPT-5 Pro,9/25/25
Pseudostomidae,142077,Platyhelminthes,Rhabditophora,Rhabdocoela,Pseudostomidae,pseudostomid flatworms,Mobile,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142077,,Free-living rhabdocoels that prey on microfauna.,GPT-5 Pro,9/25/25
Schizorhynchidae,142101,Platyhelminthes,Rhabditophora,Rhabdocoela,Schizorhynchidae,schizorhynchid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142101,,Kalyptorhynch rhabdocoels are small predatory microturbellarians.,GPT-5 Pro,9/25/25
Solenopharyngidae,142105,Platyhelminthes,Rhabditophora,Rhabdocoela,Solenopharyngidae,solenopharyngid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142105,,Microcarnivorous rhabdocoels on small invertebrates/protozoans.,GPT-5 Pro,9/25/25
Temnocephalidae,142170,Platyhelminthes,Rhabditophora,Rhabdocoela,Temnocephalidae,temnocephalid flatworms,Sessile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142170,,Predominantly freshwater/commensal taxa on crustaceans; marine dominance unclear—left Unknown.,GPT-5 Pro,9/25/25
Trigonostomidae,142186,Platyhelminthes,Rhabditophora,Rhabdocoela,Trigonostomidae,trigonostomid flatworms,Mobile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142186,,Free-living rhabdocoels preying on microinvertebrates.,GPT-5 Pro,9/25/25
Urastomidae,142080,Platyhelminthes,Rhabditophora,Rhabdocoela,Urastomidae,facultative ectosymbiot flatwork,Mobile,Predator;Grazer,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142080,,Name usage uncertain (often Urastomatidae; trophic strategy varies—left Unknown.,GPT-5 Pro,9/25/25
Byrsophlebidae,142102,Platyhelminthes,Rhabditophora,Rhabdocoela ,Byrsophlebidae,turbellarian flat worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142102,,Name not recognized at family rank in marine authorities; left Unknown.,GPT-5 Pro,9/25/25
Cicerinidae,142090,Platyhelminthes,Rhabditophora,Rhabdocoela ,Cicerinidae,turbellarian flat worms,Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142090,,Benthic harpacticoids graze biofilms and ingest detritus.,GPT-5 Pro,9/25/25
Bdellouridae,142115,Platyhelminthes,Rhabditophora,Tricladida,Bdellouridae,ectoparasitic triclads (on horseshoe crabs),Mobile,Parasite,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142115,https://edis.ifas.ufl.edu/publication/FA254,Bdelloura candida on Limulus obtains nutrition from host hemolymph via gill lesions; host‑associated crawling.,GPT-5 Pro,9/26/25
Dugesiidae,479234,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,planarians (freshwater triclads),Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=479234,https://animaldiversity.org/accounts/Dugesia_tigrina/,Free‑living carnivores taking small invertebrates; active benthic crawlers.,GPT-5 Pro,9/26/25
Cercyridae,142116,Platyhelminthes,Rhabditophora,Tricladida ,Cercyridae,cercyrid flatworms,Mobile,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=142116,,Name not resolved at family rank in authoritative databases—left Unknown.,GPT-5 Pro,9/25/25
Opecoelidae,108432,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,opecoelid digeneans,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=108432,,Endoparasitic flukes of fishes and invertebrates.,GPT-5 Pro,9/25/25
Clanthrinidae,131619,Porifera,Calcarea,Clathrinida,Clathrinidae,calcareous sponges (clathrins),Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131619,,Input spelling corrected to accepted family Clathrinidae; calcareous sponges filter feed.,GPT-5 Pro,9/25/25
Syconidae,1447711,Porifera,Calcarea,Leucosolenida,Syconidae,syconid calcareous sponges,Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1447711,,Calcisponges attached to substrates and filtering suspended particles.,GPT-5 Pro,9/25/25
Raspailiidae,131642,Porifera,Demospongiae,Axinellida,Raspailiidae,raspailiid sponges,Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131642,,Demosponges (Axinellida are attached filter feeders.,GPT-5 Pro,9/25/25
Stelligeridae,607948,Porifera,Demospongiae,Axinellida,Stelligeridae,Sponge,Sessile,FDM,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=607948,,Name not clearly recognized at family rank; requires taxonomic review.,GPT-5 Pro,9/25/25
Biemnidae,150266,Porifera,Demospongiae,Biemnida,Biemnidae,biemnid sponges,Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=150266,,Demosponges filter-feed; family in order Biemnida.,GPT-5 Pro,9/24/25
Desmanthidae,131680,Porifera,Demospongiae,Bubarida,Desmanthidae,desmanthid sponges,Sessile,FDM,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131680,https://www.vliz.be/vmdcdata/narms/aphia.php?p=taxdetails&id=131680,Bubarid demosponges; as sponges they filter suspended particles.,GPT-5 Pro,9/24/25
Chondrillidae,131668,Porifera,Demospongiae,Chondrillida,Chondrillidae,Sponges,Sessile,FDM,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131668,,Name not recognized at family rank in WoRMS; likely misspelling of Chondrillidae (Porifera)—needs confirmation.,GPT-5 Pro,9/24/25
Chondrosiidae,817913,Porifera,Demospongiae,Chondrosiida,Chondrosiidae,chondrosiid sponges,Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=817913,https://pmc.ncbi.nlm.nih.gov/articles/PMC1899876/,Demosponges filter-feed on bacteria/particulates from seawater.,GPT-5 Pro,9/24/25
Clionaidae,170417,Porifera,Demospongiae,Clionaida,Clionaidae,boring sponges,Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=170417,https://www.britannica.com/animal/sponge-animal/Functional-features,Boring demosponges; sponges are primarily suspension feeders.,GPT-5 Pro,9/24/25
Darwinellidae,131623,Porifera,Demospongiae,Dendroceratida,Darwinellidae,darwinellid sponges,Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131623,https://www.britannica.com/animal/sponge-animal/Functional-features,Dendroceratid demosponges that filter suspended particles.,GPT-5 Pro,9/24/25
Dictyodendrillidae,164886,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,dictyodendrillid sponges,Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=164886,,Dendroceratid demosponges are suspension feeders.,GPT-5 Pro,9/24/25
Desmacellidae,131645,Porifera,Demospongiae,Desmacellida,Desmacellidae,desmacellid sponges,Sessile,FDM,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131645,https://www.britannica.com/animal/sponge-animal/Functional-features,Monotypic order Desmacellida; demosponges are suspension feeders.,GPT-5 Pro,9/24/25
Dysideidae,131624,Porifera,Demospongiae,Dictyoceratida,Dysideidae,dysideid sponges,Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131624,,Demosponges filtering particles from water column.,GPT-5 Pro,9/24/25
Halisarcidae,131634,Porifera,Demospongiae,Halisarcida,Halisarcidae,halisarcid sponges,Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131634,,Thin-layer demosponges; sessile filter feeders.,GPT-5 Pro,9/25/25
Chalinidae,131636,Porifera,Demospongiae,Haplosclerida,Chalinidae,chalinid sponges,Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131636,https://pmc.ncbi.nlm.nih.gov/articles/PMC1899876/,Demosponges pump large volumes of water and filter bacteria/particles.,GPT-5 Pro,9/24/25
Niphatidae,131637,Porifera,Demospongiae,Haplosclerida,Niphatidae,niphatid sponges,Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131637,,Demosponges filtering suspended particles.,GPT-5 Pro,9/25/25
Petrosiidae,131638,Porifera,Demospongiae,Haplosclerida,Petrosiidae,petrosiids (sponges),Sessile,FDM,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131638,,Demosponges pump water and filter particles.,GPT-5 Pro,9/25/25
Hamacanthidae,131647,Porifera,Demospongiae,Merliida,Hamacanthidae,Demosponges,Sessile,FDM,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131647, ,Family status unclear/obsolete on WoRMS; traits not assigned pending verification.,GPT-5 Pro,9/25/25
Cladorhizidae,131644,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,carnivorous sponges,Sessile,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=131644,https://www.mbari.org/animal/harp-sponge/,Family uniquely includes carnivorous sponges that capture small crustaceans.,GPT-5 Pro,9/24/25
